"","B_Name","R_Name","BPrev","RPrev","BStreak","RStreak","B_Age","R_Age","B_Height","R_Height","B_Weight","R_Weight","B_Country","R_Country","Date","winby","winner","B__Round1_Grappling_Submissions_Attempts","B__Round2_Grappling_Submissions_Attempts","B__Round3_Grappling_Submissions_Attempts","R__Round1_Grappling_Submissions_Attempts","R__Round2_Grappling_Submissions_Attempts","R__Round3_Grappling_Submissions_Attempts","B__Round1_Grappling_Takedowns_Landed","B__Round2_Grappling_Takedowns_Landed","B__Round3_Grappling_Takedowns_Landed","R__Round1_Grappling_Takedowns_Landed","R__Round2_Grappling_Takedowns_Landed","R__Round3_Grappling_Takedowns_Landed","B__Round1_Strikes_Significant.Strikes_Landed","B__Round2_Strikes_Significant.Strikes_Landed","B__Round3_Strikes_Significant.Strikes_Landed","R__Round1_Strikes_Significant.Strikes_Landed","R__Round2_Strikes_Significant.Strikes_Landed","R__Round3_Strikes_Significant.Strikes_Landed"
"1","Marvin Vettori","Antonio Carlos Junior",1,6,1,1,23,27,182,187,84,84,"Italy","Brazil","01/02/2017","DEC","red",1,0,0,1,1,2,1,0,0,7,4,8,10,0,0,46,72,19
"2","Takanori Gomi","Joe Lauzon",2,2,0,0,38,32,172,177,70,70,"Japan","USA","07/27/2015","KO/TKO","red",0,0,0,0,0,0,0,0,0,1,1,0,19,57,40,30,23,0
"3","Brandon Moreno","Louis Smolka",0,6,0,4,23,25,170,175,56,56,"Mexico","USA","10/03/2016","SUB","blue",0,0,0,4,8,3,0,0,0,1,5,5,0,0,0,130,150,85
"4","Elizabeth Phillips","Raquel Pennington",3,5,1,2,30,28,167,170,61,61,"USA","States","08/22/2016","DEC","red",0,1,0,2,2,0,0,1,1,1,2,2,68,39,34,60,95,88
"5","Reza Madadi","Norman Parke",0,4,0,0,38,30,180,180,70,70,"Iran","Ireland","10/26/2015","DEC","red",0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,51,50,38
"6","Shane Campbell","James Krause",2,4,1,1,30,30,182,187,70,70,"Canada","USA","02/22/2016","DEC","red",0,0,0,1,0,0,0,2,0,1,0,0,30,17,22,73,54,50
"7","Johnny Case","Kazuki Tokudome",0,1,0,0,27,30,177,180,70,70,"USA","Japan","09/22/2014","SUB","blue",0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,11,14,6
"8","Justin Edwards","Joe Proctor",1,3,0,0,34,31,177,177,70,70,"USA","USA","06/08/2015","SUB","red",0,1,0,1,0,0,0,0,0,0,0,0,12,0,13,29,42,36
"9","Viscardi Andrade","Richard Walsh",2,4,1,1,33,28,182,182,77,77,"Brazil","Australia","03/21/2016","DEC","blue",0,0,0,0,0,0,1,0,0,3,1,1,37,36,29,87,89,57
"10","Misha Cirkunov","Nikita Krylov",3,2,3,2,30,25,190,190,93,93,"Latvia","Ukraine","12/11/2016","SUB","blue",0,1,1,0,1,0,5,1,1,0,0,0,73,23,4,86,32,0
"11","Ruslan Magomedov","Shawn Jordan",2,3,2,2,30,32,190,182,109,118,"Russia","USA","10/05/2015","DEC","blue",0,0,0,0,0,0,0,0,1,4,1,1,30,41,39,42,13,15
"12","Eddie Alvarez","Gilbert Melendez",1,1,0,0,33,34,175,175,70,70,"States","USA","06/15/2015","DEC","blue",0,0,0,0,0,0,0,0,0,1,0,0,23,16,9,19,8,0
"13","Gavin Tucker","Sam Sicilia",0,6,0,0,30,31,170,172,65,65,"Canada","States","02/20/2017","DEC","blue",0,0,0,2,1,2,0,0,0,2,1,4,0,0,0,86,25,17
"14","KJ Noons","Joshua Burkman",3,1,0,0,34,36,177,177,70,77,"USA","States","02/08/2016","DEC","red",0,0,0,0,0,0,0,0,0,0,1,0,31,1,0,23,7,15
"15","Joe Proctor","Justin Salas",1,1,1,1,31,35,177,172,70,70,"USA","USA","07/17/2014","KO/TKO","blue",1,0,0,0,0,0,0,0,0,0,0,0,4,27,36,20,0,0
"16","Dan Henderson","Vitor Belfort",4,1,1,0,46,39,180,182,84,84,"USA","Brazil","11/09/2015","KO/TKO","red",0,0,0,0,0,0,0,0,0,0,0,0,31,5,9,18,0,0
"17","Jason Knight","Dan Hooker",2,2,1,1,24,27,177,182,65,65,"States","Zealand","11/27/2016","DEC","blue",1,0,0,1,0,0,1,0,0,0,0,1,39,28,37,7,11,6
"18","Darrell Horcher","Khabib Nurmagomedov",0,1,0,1,29,28,177,177,70,70,"USA","Russia","04/17/2016","KO/TKO","red",0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,8,18,10
"19","Angela Hill","Rose Namajunas",1,1,0,0,32,24,160,165,52,52,"States","USA","10/22/2015","SUB","red",0,0,0,0,0,0,0,0,0,1,0,0,5,5,17,18,9,1
"20","Bryan Barberena","Sage Northcutt",2,2,0,2,27,21,182,182,77,70,"USA","USA","02/01/2016","SUB","blue",0,0,0,0,1,0,0,0,1,2,1,0,28,58,71,29,0,0
"21","John Dodson","John Lineker",3,6,0,5,32,26,160,160,61,61,"USA","Brazil","10/03/2016","DEC","red",0,0,0,4,2,0,0,3,0,1,1,1,23,43,16,101,100,131
"22","Max Griffin","Colby Covington",0,5,0,1,31,29,180,180,77,77,"USA","USA","08/22/2016","KO/TKO","red",0,0,0,0,0,2,0,0,0,9,4,2,0,0,0,35,28,18
"23","Conor McGregor","Chad Mendes",3,2,3,1,28,31,175,167,70,65,"Ireland","USA","07/13/2015","KO/TKO","blue",0,0,0,0,0,0,1,0,0,0,0,0,70,21,0,52,16,10
"24","Alex Morono","James Moontasri",1,5,1,0,26,28,180,177,77,77,"States","Germany","12/17/2016","DEC","blue",0,0,1,0,1,0,0,0,0,0,0,0,11,16,16,80,10,6
"25","Sarah Moras","Jessica Andrade",1,2,1,2,28,25,170,160,61,52,"Canada","Brazil","07/17/2015","DEC","red",0,0,0,2,0,0,0,1,0,3,1,0,5,6,4,22,30,33
"26","Valmir Lazaro","James Krause",1,2,0,0,31,30,182,187,70,70,"Brazil","USA","03/04/2015","DEC","blue",0,0,0,0,0,0,2,1,1,0,0,0,38,33,20,45,23,12
"27","Andre Fili","Felipe Arantes",1,1,0,1,26,29,177,172,65,61,"USA","Brazil","10/27/2014","DEC","blue",0,0,0,1,0,0,1,1,2,0,0,1,46,15,12,25,8,6
"28","Hans Stringer","Fabio Maldonado",1,2,1,0,29,37,190,185,93,93,"Netherlands","Brazil","10/27/2014","KO/TKO","red",0,0,0,0,0,0,1,0,0,0,0,0,20,9,15,3,59,72
"29","Patrick Williams","Alejandro Perez",1,1,0,1,35,27,172,167,61,61,"USA","Mexico","06/15/2015","SUB","blue",0,0,0,0,0,1,2,0,0,0,0,1,17,3,0,16,12,10
"30","Diego Ferreira","Dustin Poirier",3,2,0,0,32,28,175,175,70,70,"Brazil","States","04/30/2015","KO/TKO","red",2,1,0,1,0,0,1,0,0,0,0,0,31,12,10,41,14,0
"31","Lucie Pudilova","Lina Lansberg",0,1,0,0,22,35,180,170,61,63,"Republic","Sweden","03/18/2017","DEC","red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0
"32","Leandro Issa","Jumabieke Tuerxun",1,1,0,0,33,30,170,170,61,61,"Brazil","China","07/08/2014","SUB","blue",1,0,0,0,0,2,2,0,0,0,1,0,5,12,0,2,6,4
"33","Zach Makovsky","Joseph Benavidez",2,3,0,3,33,32,162,162,56,56,"USA","USA","02/08/2016","DEC","red",0,0,0,0,0,0,0,1,0,3,1,2,6,16,26,65,71,69
"34","Antonio Dos Santos","Daniel Sarafian",0,1,0,0,28,34,177,175,84,84,"Brazil","Brazil","12/22/2014","KO/TKO","red",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"35","Drew Dober","Olivier Aubin-Mercier",6,6,2,1,28,28,172,175,70,70,"USA","Canada","12/11/2016","SUB","red",1,0,0,0,1,2,2,0,3,6,7,4,65,38,29,78,109,34
"36","Takeya Mizugaki","Cody Garbrandt",4,3,1,3,33,25,170,172,61,61,"Japan","USA","08/22/2016","KO/TKO","red",0,0,0,0,0,0,0,0,0,2,0,1,53,32,35,45,24,27
"37","Francimar Barroso","Darren Stewart",5,1,0,0,37,26,185,177,93,93,"Brazil","England","03/18/2017","DEC","blue",0,0,0,0,0,0,3,2,1,1,0,0,47,67,47,7,0,0
"38","Josh Koscheck","Erick Silva",1,3,0,1,39,32,177,182,77,77,"USA","Brazil","03/23/2015","SUB","red",0,0,0,2,0,0,1,0,0,1,0,0,3,4,0,37,7,1
"39","Jonathan Meunier","Colby Covington",0,4,0,0,29,29,190,180,77,77,"Canada","USA","07/06/2016","SUB","red",0,0,0,0,0,1,0,0,0,6,3,1,0,0,0,28,21,13
"40","Thibault Gouti","Olivier Aubin-Mercier",1,5,0,0,30,28,177,175,70,70,"France","Canada","06/20/2016","SUB","red",0,0,0,0,1,1,0,0,0,5,6,3,0,0,0,61,85,31
"41","Chad Laprise","Ross Pearson",4,6,0,0,30,32,177,172,70,70,"Canada","England","03/21/2016","DEC","red",0,0,0,0,0,0,1,1,2,1,1,1,68,55,75,56,69,52
"42","Danny Castillo","Jim Miller",3,3,0,0,37,33,175,172,70,70,"USA","States","07/27/2015","DEC","red",1,0,1,3,1,0,0,0,2,2,0,0,41,19,0,39,9,2
"43","Dan Henderson","Tim Boetsch",3,3,0,0,46,36,180,182,84,84,"USA","States","06/08/2015","KO/TKO","blue",0,0,0,0,0,0,0,0,0,1,0,0,19,5,9,26,15,0
"44","Andy Enz","Thiago Santos",2,2,0,0,25,33,190,182,84,84,"USA","Brazil","02/02/2015","KO/TKO","red",0,0,0,0,0,0,0,0,0,0,0,0,33,34,44,22,13,16
"45","Mike Rhodes","Robert Whittaker",1,1,0,0,27,26,185,182,77,84,"USA","Zealand","06/30/2014","DEC","red",1,0,0,0,0,0,1,0,1,0,0,0,7,23,21,19,0,0
"46","Chris Kelades","Patrick Holohan",0,1,0,1,36,28,170,177,56,56,"USA","Ireland","10/06/2014","DEC","blue",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0
"47","Paul Felder","Ross Pearson",3,4,0,0,32,32,180,172,70,70,"States","England","09/07/2015","DEC","red",0,0,0,0,0,0,0,0,1,0,0,0,51,60,20,42,35,10
"48","Ovince Saint Preux","Mauricio Rua",2,1,0,0,33,35,190,185,93,93,"States","Brazil","2014-11-17","KO/TKO","blue",0,1,0,0,0,0,1,1,0,1,0,0,15,10,1,30,12,6
"49","Alberto Mina","Mike Pyle",2,4,2,1,35,41,182,182,77,77,"Brazil","USA","07/12/2016","KO/TKO","blue",0,0,0,0,0,3,1,1,0,2,3,0,51,36,16,38,40,71
"50","Sean O'Connell","Gian Villante",1,1,0,0,33,31,185,190,93,93,"USA","States","06/30/2014","DEC","red",0,0,0,0,0,0,0,0,0,2,1,0,15,0,0,15,14,4
"51","Travis Browne","Derrick Lewis",6,9,0,4,34,32,200,190,115,118,"States","States","02/20/2017","KO/TKO","red",0,0,0,0,0,0,1,1,1,3,0,0,83,30,57,92,71,29
"52","Mike de la Torre","Maximo Blanco",3,2,1,1,30,33,180,172,65,65,"States","Venezuela","07/13/2015","KO/TKO","red",0,0,0,0,0,0,1,0,0,2,1,1,45,15,19,37,19,48
"53","Rick Glenn","Evan Dunham",0,4,0,3,27,35,182,177,70,70,"States","USA","09/19/2016","DEC","red",0,0,0,1,0,0,0,0,0,3,3,1,0,0,0,107,90,118
"54","Derek Brunson","Anderson Silva",7,3,0,0,33,41,185,187,84,84,"States","Brazil","02/13/2017","DEC","red",1,0,0,0,0,0,3,3,1,0,0,0,108,11,18,30,38,53
"55","Ben Rothwell","Alistair Overeem",0,1,0,1,35,36,193,193,120,120,"USA","England","09/08/2014","KO/TKO","blue",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,14,18
"56","Yancy Medeiros","John Makdessi",4,3,0,0,29,31,177,172,70,70,"USA","Canada","12/14/2015","DEC","blue",2,1,0,0,0,0,0,0,0,0,0,0,63,9,0,95,60,25
"57","Luke Barnatt","Mark Munoz",3,2,0,0,28,39,198,182,84,84,"England","USA","05/18/2015","DEC","red",0,0,0,0,0,0,0,0,0,0,0,0,69,40,14,3,0,0
"58","John Lineker","Michael McDonald",5,1,4,1,26,26,160,175,61,61,"Brazil","USA","07/14/2016","KO/TKO","blue",4,2,0,1,1,0,1,1,1,0,0,0,75,100,131,2,3,0
"59","Josh Copeland","Ruslan Magomedov",0,1,0,1,34,30,185,190,111,109,"USA","Russia","11/24/2014","DEC","red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,19
"60","Jorge Masvidal","Benson Henderson",5,5,1,1,32,33,180,175,77,77,"USA","USA","11/30/2015","DEC","red",0,2,0,1,0,1,1,2,2,1,1,3,110,101,73,64,80,60
"61","Julianna Pena","Valentina Shevchenko",3,3,3,1,27,29,167,165,61,61,"USA","Kyrgyzstan","01/31/2017","SUB","red",0,0,4,0,0,0,4,0,2,3,1,4,60,6,17,36,33,36
"62","Hacran Dias","Ricardo Lamas",0,1,0,0,32,34,172,172,65,65,"Brazil","USA","06/30/2014","DEC","red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,13
"63","Cortney Casey","Randa Markos",3,4,1,1,29,31,170,162,52,52,"USA","Iraq","08/22/2016","SUB","blue",0,0,0,2,0,0,2,0,0,0,3,2,80,31,43,63,66,64
"64","Nick Hein","James Vick",1,1,1,1,32,30,167,190,70,70,"Germany","USA","11/24/2014","DEC","red",0,0,0,0,0,0,2,0,0,0,0,0,13,9,28,34,25,18
"65","Joanne Calderwood","Jessica Andrade",4,5,2,1,31,25,167,160,52,52,"Scotland","Brazil","09/12/2016","SUB","red",0,0,0,2,1,0,1,5,2,8,3,0,97,108,120,116,127,50
"66","Zak Cummings","Gunnar Nelson",1,1,1,1,32,28,182,180,77,77,"USA","Iceland","07/21/2014","SUB","red",0,0,1,1,0,0,0,3,0,1,0,0,1,14,13,16,0,0
"67","Ion Cutelaba","Jonathan Wilson",1,2,0,0,23,29,185,187,93,93,"Moldova","USA","10/03/2016","DEC","blue",0,0,0,0,0,0,0,0,0,0,1,0,10,11,3,46,24,0
"68","Dennis Bermudez","Ricardo Lamas",2,2,2,1,30,34,167,172,65,65,"States","USA","11/17/2014","SUB","red",1,1,0,0,0,1,5,3,0,0,1,1,53,35,14,13,22,24
"69","Colby Covington","An Ying Wang",0,1,0,1,29,26,180,182,77,77,"USA","China","12/23/2014","SUB","blue",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
"70","Jorge de Oliveira","Dhiego Lima",0,1,0,0,37,28,172,187,77,77,"Brazil","Brazil","11/10/2014","DEC","red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"71","Tony Sims","Olivier Aubin-Mercier",1,3,1,2,31,28,180,175,70,70,"States","Canada","08/24/2015","DEC","red",0,0,0,0,1,1,0,0,0,3,2,2,10,0,0,44,58,23
"72","Jeremy Stephens","Renan Barao",4,4,0,0,30,30,175,167,65,65,"States","Brazil","05/30/2016","DEC","blue",0,0,0,0,0,1,0,0,1,0,0,2,43,70,53,71,57,52
"73","Jarjis Danho","Daniel Omielanczuk",0,3,0,1,33,34,187,182,120,112,"Syria","Poland","02/29/2016","DEC","red",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,22,21
"74","Soa Palelei","Antonio Silva",3,2,1,0,39,37,193,193,120,119,"Australia","Brazil","08/02/2015","KO/TKO","red",0,0,0,0,0,0,1,1,0,0,0,0,17,22,1,7,0,0
"75","Omari Akhmedov","Elizeu Zaleski dos Santos",4,1,0,0,29,30,182,180,77,77,"Russia","Brazil","04/17/2016","KO/TKO","red",0,0,0,0,0,0,2,4,0,0,0,0,68,34,18,11,23,23
"76","Tarec Saffiedine","Rory MacDonald",1,2,1,2,30,27,177,182,77,77,"Belgium","Canada","10/06/2014","KO/TKO","red",0,0,0,0,0,0,0,0,1,0,0,1,16,38,21,17,68,39
"77","Sean Spencer","Cathal Pendred",2,2,1,2,29,29,177,185,77,77,"USA","Ireland","01/20/2015","DEC","red",0,0,0,0,1,0,0,1,0,2,2,0,23,43,55,20,23,23
"78","Alex Oliveira","Gilbert Burns",0,2,0,2,29,30,180,177,77,70,"Brazil","Brasil","03/23/2015","SUB","red",0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,21,20,28
"79","Claudia Gadelha","Joanna Jedrzejczyk",3,5,1,5,28,29,162,167,52,52,"Brazil","Poland","08/29/2016","DEC","red",3,0,0,0,0,0,4,6,6,0,0,0,77,59,72,75,193,123
"80","Gregor Gillespie","Glaico Franca",0,2,0,0,30,26,175,182,70,70,"States","Brazil","09/26/2016","DEC","blue",0,0,0,0,3,1,0,0,0,6,2,1,0,0,0,10,24,25
"81","Willie Gates","Ulka Sasaki",3,3,0,0,30,27,172,177,56,56,"USA","Japan","05/09/2016","SUB","red",1,0,0,1,1,0,0,0,0,2,0,0,38,11,5,21,8,0
"82","Frankie Edgar","Jose Aldo",4,3,4,0,35,30,167,170,65,65,"States","Brazil","07/11/2016","DEC","red",0,0,0,0,0,0,3,2,5,0,0,0,59,64,67,52,42,41
"83","Kamaru Usman","Warlley Alves",3,5,3,0,29,26,182,180,77,77,"Nigeria","Brazil","11/20/2016","DEC","blue",0,1,0,3,1,1,7,4,6,3,2,0,34,33,37,55,55,54
"84","Chico Camus","Henry Cejudo",3,2,1,2,32,30,167,162,56,56,"USA","USA","06/15/2015","DEC","red",0,0,1,0,0,1,1,1,1,2,2,2,38,33,37,42,35,45
"85","Yoel Romero","Brad Tavares",1,1,1,1,39,29,182,185,84,84,"Cuba","USA","04/21/2014","DEC","blue",0,0,0,0,0,0,0,0,0,1,1,0,11,12,37,15,16,14
"86","Augusto Mendes","Aljamain Sterling",2,6,1,0,34,27,167,170,61,61,"Brazil","USA","04/15/2017","DEC","red",0,0,0,2,1,4,1,1,2,4,6,3,27,11,15,89,93,65
"87","Eddie Alvarez","Anthony Pettis",2,2,1,0,33,30,175,177,70,65,"States","USA","01/18/2016","DEC","blue",0,0,0,0,1,0,0,1,2,0,0,0,31,25,23,34,22,8
"88","Albert Tumenov","Alan Jouban",4,4,3,2,25,35,180,182,77,77,"Russia","States","10/05/2015","KO/TKO","blue",0,0,0,0,0,0,1,0,0,0,0,1,43,42,44,68,38,61
"89","Ning Guangyou","Marlon Vera",0,2,0,0,35,24,162,172,61,61,"China","Ecuador","11/27/2016","DEC","red",0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,21,19,8
"90","Devin Clark","Josh Stansbury",1,1,0,1,26,32,182,187,93,93,"USA","USA","12/05/2016","DEC","blue",1,0,0,0,0,0,1,0,0,0,0,0,14,0,0,28,19,14
"91","Dominique Steele","Zak Cummings",0,2,0,0,29,32,177,182,77,77,"USA","USA","07/27/2015","KO/TKO","red",0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,10,23,13
"92","Takenori Sato","Hyun Gyu Lim",1,1,0,0,31,32,177,190,77,77,"Japan","Korea","09/22/2014","KO/TKO","red",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,21,8
"93","Matt Brown","Donald Cerrone",5,11,0,3,36,33,182,185,77,77,"USA","States","12/11/2016","KO/TKO","red",1,4,0,7,0,0,4,1,1,5,1,1,85,65,33,148,187,108
"94","Magomed Mustafaev","Kevin Lee",2,7,2,2,28,24,175,175,70,70,"Russia","States","11/20/2016","SUB","red",0,0,0,3,2,2,0,0,0,4,5,3,29,7,0,117,63,77
"95","Frankie Perez","Sam Stout",1,2,0,0,27,32,180,175,70,70,"USA","Canada","08/24/2015","KO/TKO","blue",0,1,0,0,0,0,1,0,0,0,0,0,8,7,1,23,5,0
"96","Gasan Umalatov","Viscardi Andrade",3,1,0,0,34,33,180,182,77,77,"Russia","Brazil","11/09/2015","DEC","red",0,0,0,0,0,0,1,1,1,1,0,0,23,32,41,20,2,2
"97","Derek Brunson","Lorenz Larkin",1,2,0,0,33,30,185,180,84,77,"States","USA","09/02/2014","DEC","blue",0,0,0,0,0,0,2,1,0,0,0,0,12,10,16,24,8,23
"98","Albert Tumenov","Lorenz Larkin",5,5,4,2,25,30,180,180,77,77,"Russia","USA","01/04/2016","DEC","blue",0,0,0,0,0,0,1,0,0,0,0,0,62,42,44,87,50,31
"99","Anthony Hamilton","Daniel Omielanczuk",2,1,0,0,36,34,195,182,118,112,"States","Poland","04/13/2015","DEC","blue",0,0,0,0,0,0,3,2,0,0,0,0,11,51,0,1,7,2
"100","Kevin Casey","Rafael Natal",2,4,0,3,35,34,180,182,84,84,"USA","Brazil","02/01/2016","KO/TKO","red",0,0,0,0,0,0,0,0,1,4,5,3,18,10,13,74,53,56
"101","Masanori Kanehara","Alex Caceres",0,2,0,0,34,28,170,177,61,65,"Japan","USA","09/22/2014","DEC","blue",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,19,24,30
"102","Jim Miller","Joe Lauzon",6,5,1,1,33,32,172,177,70,70,"States","USA","08/29/2016","DEC","blue",3,2,0,0,0,0,4,0,1,2,1,0,55,35,20,86,36,10
"103","Kelvin Gastelum","Vitor Belfort",8,4,2,0,25,39,175,182,84,84,"States","Brazil","03/13/2017","KO/TKO","blue",1,0,0,0,0,0,2,0,2,0,0,0,145,168,137,34,2,0
"104","Alessandro Ricci","Paul Felder",1,7,0,0,34,32,180,180,70,70,"Canada","States","02/21/2017","KO/TKO","red",0,0,0,1,1,1,0,0,0,0,0,3,17,8,3,109,126,76
"105","Takeya Mizugaki","Eddie Wineland",5,4,0,1,33,32,170,170,61,61,"Japan","USA","12/19/2016","KO/TKO","red",0,0,0,0,0,0,0,0,0,0,0,0,57,32,35,48,69,37
"106","Jason Novelli","Polo Reyes",1,1,0,1,37,32,182,180,70,70,"USA","Mexico","11/07/2016","DEC","red",0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,43,77,15
"107","Aljamain Sterling","Hugo Viana",1,1,1,1,27,34,170,167,61,61,"USA","Brazil","07/17/2014","KO/TKO","blue",0,0,3,0,0,0,1,1,1,0,0,0,19,16,11,23,28,28
"108","Charles Oliveira","Will Brooks",6,2,0,0,27,30,177,177,65,70,"Brazil","States","04/09/2017","SUB","blue",4,2,1,0,0,0,6,5,2,2,3,0,45,58,8,29,35,32
"109","Magomed Bibulatov","Jenel Lausa",0,1,0,1,28,28,165,165,56,56,"","Philippines","04/08/2017","DEC","blue",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,20,14,22
"110","Trevor Smith","Caio Magalhaes",3,1,1,1,36,29,190,185,84,84,"USA","Brazil","11/10/2014","KO/TKO","red",1,2,0,0,0,0,2,0,1,0,0,0,40,26,36,16,0,0
"111","Brendan O'Reilly","Lipeng Zhang",0,1,0,1,29,27,175,180,77,70,"Australia","China","08/25/2014","DEC","red",0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,5,2,3
"112","Henry Cejudo","Demetrious Johnson",4,4,4,4,30,30,162,160,56,56,"USA","USA","04/25/2016","KO/TKO","red",0,0,1,0,2,0,3,2,4,2,5,3,72,73,82,62,73,61
"113","Thiago Santos","Jack Marshman",8,1,0,1,33,27,182,182,84,84,"Brazil","Wales","02/20/2017","KO/TKO","blue",0,0,0,0,0,0,0,1,0,0,0,0,76,37,36,10,32,0
"114","Scott Jorgensen","Alejandro Perez",4,2,0,0,34,27,165,167,61,61,"USA","Mexico","11/23/2015","KO/TKO","red",0,0,0,0,0,1,4,3,4,0,0,1,29,30,29,16,12,10
"115","Thomas Almeida","Brad Pickett",2,3,2,0,25,38,170,167,61,61,"Brazil","England","07/13/2015","KO/TKO","blue",0,0,0,1,0,0,0,0,0,2,2,2,63,43,45,39,45,40
"116","Nicolas Dalby","Peter Sobotta",2,3,0,0,32,30,180,182,77,77,"Denmark","Poland","09/03/2016","DEC","red",0,0,0,1,0,0,3,2,1,2,1,2,31,38,29,37,10,8
"117","Damian Grabowski","Derrick Lewis",0,6,0,1,36,32,185,190,109,118,"Poland","States","02/08/2016","KO/TKO","red",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,53,61,15
"118","Rodrigo Damm","Al Iaquinta",1,2,1,0,37,29,170,175,70,70,"Brazil","USA","09/16/2014","KO/TKO","red",0,0,1,2,1,0,0,0,1,0,1,0,18,22,28,29,8,25
"119","Krzysztof Jotko","Scott Askham",2,1,1,0,27,28,185,190,84,84,"Poland","England","24/10/2015","DEC","blue",0,0,0,0,0,0,0,0,1,0,0,0,20,27,11,7,27,8
"120","Drew Dober","Efrain Escudero",3,2,0,1,28,31,172,175,70,70,"USA","Mexico","06/15/2015","SUB","red",1,0,0,0,0,0,0,0,0,1,0,1,32,26,18,28,73,36
"121","Mitch Clarke","Michael Chiesa",1,2,1,0,31,29,177,185,70,70,"Canada","USA","04/06/2015","DEC","red",0,1,0,0,0,0,0,0,0,2,0,1,7,1,0,31,14,4
"122","Diego Ferreira","Ramsey Nijem",1,2,1,2,32,28,175,180,70,70,"Brazil","USA","09/02/2014","KO/TKO","blue",1,0,0,1,1,0,1,0,0,1,2,3,7,0,0,49,15,16
"123","Jake Collier","Devin Clark",3,2,1,1,28,26,190,182,84,93,"USA","USA","04/15/2017","DEC","red",1,0,0,1,0,0,3,0,0,2,0,0,49,15,0,20,20,21
"124","Louis Smolka","Neil Seery",3,3,1,2,25,37,175,162,56,56,"USA","Ireland","07/13/2015","DEC","blue",0,0,1,0,4,0,0,2,0,0,2,1,57,67,77,38,53,72
"125","Cain Carrizosa","Leonardo Mafra",1,1,0,0,30,27,172,177,70,70,"USA","Brazil","03/23/2015","DEC","red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0
"126","Matthew Lopez","Mitch Gagnon",1,2,0,0,30,32,170,165,61,61,"USA","Canada","12/11/2016","DEC","blue",1,1,0,2,3,0,0,1,0,0,0,2,10,2,2,41,33,31
"127","Paul Felder","Jason Saggo",0,1,0,1,32,31,180,180,70,70,"States","Canada","10/06/2014","DEC","blue",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0
"128","Leslie Smith","Jessamyn Duke",1,1,0,0,34,30,175,180,61,61,"USA","USA","07/17/2014","KO/TKO","blue",0,0,0,0,0,0,0,0,0,0,2,1,31,29,19,27,19,16
"129","Francisco Trinaldo","Ross Pearson",6,5,4,1,38,32,175,172,70,70,"Brazil","England","01/18/2016","DEC","blue",0,1,0,0,0,0,1,1,2,1,0,0,85,75,66,48,62,39
"130","Jimi Manuwa","Ovince Saint Preux",3,7,0,0,37,33,185,190,93,93,"States","States","10/11/2016","KO/TKO","blue",0,0,0,0,1,0,0,0,0,1,1,1,24,19,21,75,55,43
"131","Josh Barnett","Andrei Arlovski",1,6,1,0,39,38,190,193,113,109,"USA","Belarus","09/05/2016","SUB","blue",0,0,0,0,0,0,0,0,0,0,0,0,17,44,21,107,18,13
"132","Albert Tumenov","Leon Edwards",7,5,0,1,25,25,180,182,77,77,"Russia","Jamaica","10/11/2016","SUB","red",0,0,0,1,0,0,1,0,0,1,1,0,92,88,67,43,44,35
"133","Max Holloway","Cub Swanson",5,2,5,0,25,33,180,172,65,65,"USA","USA","04/19/2015","SUB","blue",0,0,1,0,0,0,0,1,0,0,0,0,154,102,100,37,20,28
"134","Josh Koscheck","Jake Ellenberger",0,2,0,0,39,31,177,175,77,77,"USA","USA","03/04/2015","SUB","red",0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,20,13,6
"135","Daron Cruickshank","Erik Koch",1,1,1,1,31,28,172,177,70,70,"USA","USA","05/12/2014","KO/TKO","blue",1,0,0,0,0,0,0,1,0,0,0,0,18,28,0,19,0,0
"136","Joe Soto","Rani Yahya",5,5,2,4,30,32,167,167,61,61,"States","Brazil","03/13/2017","DEC","blue",2,2,3,2,3,1,1,0,2,7,7,3,33,54,79,45,32,13
